# Complete genealogy data for entities with Wikidata QIDs
qid,english_label,english_description,wikidata_ids,geni_ids,uuid_ids,genealogy_ids,fathers,mothers,children,spouses
Q79508,Lu Mou,"person, CBDB = 179194",Q45566977,,,,,,,
Q7951,Nariyoshi,son of emperor Saga,Q11541388,,,,,,,
Q79511,Lu Jingtong,"person, CBDB = 179300",Q26186472,,,,,,,
Q79514,Q26186511,,Q26186511,,,,,,,
Q79517,盧潜,,Q11581528,,,,,,,
Q7952,Minamoto no Sadamu,Japanese court noble,Q11564052,,,,,,,
Q79520,Lu Shisui,"person, CBDB = 179431",Q18233583,,,,,,,
Q79523,Lu Shiwei,"person, CBDB = 179338",Q45575023,,,,,,,
Q79526,Lu Shilang,"person, CBDB = 179377",Q45577498,,,,,,,
Q79529,Lu Shiying,"person, CBDB = 179399",Q45578889,,,,,,,
Q7953,Minamoto no Shizumu,,Q11564329,,,,,,,
Q79532,Lu Shiang,"person, CBDB = 147209",Q45546352,,,,,,,
Q79535,Li Shurang,"person, CBDB = 175062",Q45639989,,,,,,,
Q79538,Lu Chengqing,Chinese chancellor,Q6694818,6000000075345376002,,,,,,
Q79541,Lu Chengji,Tang dynasty person CBDB = 146217,Q19855074,6000000075345108144,,,,,,
Q79544,Lu Chengye,Tang dynasty person CBDB=31537,Q19855072,6000000075345695826,,,,,,
Q79547,Lu Chengfu,Tang dynasty person CBDB = 146107,Q19855078,6000000075345352067,,,,,,
Q7955,Minamoto no Tokiwa,,Q11564071,,,,,,,
Q79550,Lu Chengli,Tang dynasty person CBDB = 31540,Q19855076,6000000075345443965,,,,,,
Q79553,Lu Chengtai,Tang dynasty person CBDB = 31538,Q45419879,6000000075344542470,,,,,,
Q79556,Lu Chengti,Tang dynasty person CBDB = 178863,Q45549772,,,,,,,
Q79559,Lu Chengen,Tang dynasty person CBDB = 151155,Q45479834,,,,,,,
Q7956,Minamoto no Akira,,Q11564111,,,,,,,
Q79562,Lu Mou,Tang dynasty person CBDB = 178837,Q45548343,,,,,,,
Q79565,Q26186077,,Q26186077,,,,,,,
Q79568,Lu Mou,"person, CBDB = 178984",Q45555594,,,,,,,
Q7957,Minamoto no Kiyoshi,,Q11564203,,,,,,,
Q79571,Lu Fangqing,Tang dynasty person CBDB = 32320,Q45421309,6000000075345329154,,,,,,
Q79574,Lu Mou,Tang dynasty person CBDB = 179012,Q45556974,,,,,,,
Q79577,Lu Dadao,Tang dynasty person CBDB = 178703,Q45540198,,,,,,,
Q7958,Minamoto no Hiraku,,Q11564028,,,,,,,
Q79580,Lu Anshi,Tang dynasty person CBDB = 178726,Q45541600,,,,,,,
Q79583,Lu Daguan,Tang dynasty person CBDB = 178740,Q45542362,,,,,,,
Q79586,Lu Xingjia,Tang dynasty person CBDB = 178743,Q45542556,,,,,,,
Q79589,Lu Fangshou,Tang dynasty person CBDB = 178746,Q45542747,,,,,,,
Q79592,Lu Mou,Tang dynasty person CBDB = 190663,Q45613533,,,,,,,
Q79595,Lu Quanshou,Tang dynasty person CBDB = 178781,Q45544967,,,,,,,
Q79598,Lu Xianshou,Tang dynasty person CBDB = 178783,Q45545092,,,,,,,
Q7960,Minamoto no Makoto,seventh son of the Japanese Emperor Saga,Q6863142,,,,,,,
Q79601,Lu Qiaoshou,Tang dynasty person CBDB = 178791,Q45545605,,,,,,,
Q79604,Lu Hongshou,Tang dynasty person CBDB = 178793,Q45545731,,,,,,,
Q79607,Lu Zhuangdao,Tang dynasty person CBDB = 178755,Q45543311,,,,,,,
Q7961,Minamoto no Hiromu,,Q11564084,,,,,,,
Q79610,Lu Yao,Tang dynasty person CBDB = 178699,Q45539943,,,,,,,
Q79613,Lu Zhengyan,Tang dynasty person CBDB=33024,Q45422620,6000000075345233107,,,,,,
Q79616,Lu Zhengrong,Tang dynasty person CBDB = 146211,Q45500252,6000000075345902849,,,,,,
Q79619,Lu Zhengyi,Tang dynasty person CBDB=178929,Q45552710,,,,,,,
Q7962,Minamoto no Yutaka,,Q11564058,,,,,,,
Q79622,Lu Youdao,Tang dynasty person CBDB = 178921,Q45552210,,,,,,,
Q79625,Lu Ti,Tang dynasty person CBDB = 154448,Q45637695,,,,,,,
Q79628,Lu Yi,Tang dynasty person CBDB = 178972,Q45554836,,,,,,,
Q7963,Minamoto no Ikeru,,Q11564228,,,,,,,
Q79631,Lu Tingguang,Tang dynasty person CBDB = 178975,Q45555026,,,,,,,
Q79634,Lu Yi,Tang dynasty person CBDB = 178978,Q45555216,,,,,,,
Q79637,Xiao Lezi,Liu Song dynasty person CBDB=34003,Q10511382,6000000021260997305,,,,,,
Q7964,Minamoto no Yasushi,,Q11564050,,,,,,,
Q79640,Chen Daozheng,,Q8257789,,,,,,,
Q79643,Gaozhao,,Q8257649,,,,,,,
Q79646,Emperor Wu of Southern Qi,Southern Qi Emperor,Q940037,6000000021261027156,,,,,,
Q79649,Xiao Ye,,Q11622094,,,,,,,
Q79652,Xiao Shuo,,Q11622133,,,,,,,
Q79655,Xiao Keng,,Q11622131,,,,,,,
Q79658,Xiao Rui,,Q11622130,,,,,,,
Q7966,Minamoto no Tsutomu,,Q11564025,,,,,,,
Q79661,Xiao Qiang,,Q11622132,,,,,,,
Q79664,Xiao Ni,Chinese prince,Q6646425,,,,,,,
Q79667,Xiao Ying,,Q11622087,,,,,,,
Q7967,Minamoto no Kiyohime,daughter of Emperor Saga,Q10396037,,,,,,,
Q79670,Xiao Huang,"(460-490), Southern Qi Dynasty prince",Q11622089,,,,,,,
Q79673,Xiao Hao,,Q11622093,,,,,,,
Q79676,Xiao Jun,,Q11622127,,,,,,,
Q79679,Xiao Xuan,,Q11622129,,,,,,,
Q79682,Xiao Qiu,,Q11622015,,,,,,,
Q79685,Xiao Feng,,Q11622128,,,,,,,
Q79688,Xiao Jian,,Q11622134,,,,,,,
Q79692,Princess Yixingxian,,Q16603571,,,,,,,
Q79695,Princess Huainan,,Q16603483,,,,,,,
Q79698,Princess Linhai,,Q16603583,,,,,,,
Q79701,Jiang Shi,,Q11550572,,,,,,,
Q79704,Q55708123,,Q55708123,,,,,,,
Q79707,Chu Zhanzhi,Liu Song dynasty person CBDB = 30924,Q11318511,6000000047585948236,,,,,,
Q79710,Lu Ting,Tang dynasty person CBDB = 31732,Q26186440,6000000075346153827,,,,,,
Q79713,Lu Mou,Tang dynasty person CBDB = 179223,Q45568823,,,,,,,
Q79716,Lu Juntong,Tang dynasty person CBDB = 179203,Q45567548,,,,,,,
Q79719,Lu Shibiao,Tang dynasty person CBDB = 31637,Q45420059,6000000075345996850,,,,,,
Q7972,Minamoto no Masaru,,Q17214243,,,,,,,
Q79722,Lu Shangqing,Tang dynasty person CBDB = 32004,Q26186455,6000000075345628027,,,,,,
Q79725,Lu Dabian,Tang dynasty person CBDB = 179297,Q45572756,,,,,,,
Q79726,Lu Xixin,Tang dynasty person CBDB = 179279,Q45571873,,,,,,,
Q79729,Zheng Wushu,"person, CBDB = 152493",Q26197399,,,,,,,
Q79732,Gao Xuanjing,Tang dynasty person CBDB = 172859,Q45513257,,,,,,,
Q79735,Yang Fugui,Tang dynasty person CBDB = 172597,Q45499634,,,,,,,
Q79738,Feng Xingzhi,"person, CBDB = 172373",Q16903250,,,,,,,
Q79741,Feng Xiaoyan,"person, CBDB = 172375",Q10259846,,,,,,,
Q79744,Li Gui,"person, CBDB = 175159",Q26159838,6000000074712417830,,,,,,
Q79747,Li Gongting,"person, CBDB = 149293",Q45644448,6000000074712267895,,,,,,
Q7975,Tsuneyo,Japanese imperical prince,Q11492198,,,,,,,
Q79750,Li Gonghong,Tang dynasty person CBDB = 175163,Q45645533,6000000074711841256,,,,,,
Q79753,Gao Tan,,Q11671893,,,,,,,
Q79756,Gao Sheng,Tang dynasty person CBDB = 172867,Q45513766,,,,,,,
Q79759,Yu Xiong,Tang dynasty person CBDB = 31492,Q45419803,6000000075345277877,,,,,,
Q7976,Jishi,daughter of emperor Junna,Q11547791,,,,,,,
Q79762,Yu Tingwei,"person, CBDB = 155668",Q45442161,,,,,,,
Q79765,Yu Gongzhou,Tang dynasty person CBDB = 177580,Q45481380,,,,,,,
Q79768,Yu Tingshun,Tang dynasty person CBDB = 177583,Q45481571,,,,,,,
Q79771,Yu Tinghui,Tang dynasty person CBDB = 177584,Q45481635,,,,,,,
Q79774,Yu Kefeng,Tang dynasty person CBDB = 177628,Q45484196,,,,,,,
Q79777,Yu Jun,Tang dynasty person CBDB = 146079,Q45493357,6000000075404656896,,,,,,
Q7978,Nagahara no Motohime,,Q48781088,,,,,,,
Q79780,Yu Keqin,Tang dynasty person CBDB = 31508,Q45419832,6000000075345420852,,,,,,
Q79783,Yu Kegou,Tang dynasty person CBDB = 31509,Q45419834,6000000075345250959,,,,,,
Q79786,Yu Kemao,Tang dynasty person CBDB = 31510,Q45419836,6000000075344764115,,,,,,
Q79789,Yu Mocheng,Tang dynasty person CBDB = 31497,Q45419811,6000000075345463851,,,,,,
Q79792,Dai Shi,wife of Yushigong,Q65805109,,,,,,,
Q79795,Yu Ying,Tang dynasty person CBDB = 152095,Q45525468,,,,,,,
Q79798,Yu Bi,Tang dynasty person CBDB = 152096,Q45525533,,,,,,,
Q79801,Yu Biying,Tang dynasty person CBDB = 193950,Q45505658,,,,,,,
Q79804,Gao Jinwang,"person, CBDB = 157372",Q45516974,,,,,,,
Q79807,Yu Mou,Tang dynasty person CBDB = 178077,Q45506570,,,,,,,
Q79810,Irbis Bolun Cabgu,Gokturk ruler,Q192053,,,,,,,
Q79813,Tardush Shad,yabgu of Tokharistan,Q55698729,,,,,,,
Q79816,Böri Shad,Turkic prince,Q235836,,,583633,,,,
Q79819,Duolu Qaghan,Turkic ruler,Q192455,,,,,,,
Q79822,Ishbara Tolis,Turkis emperor,Q192048,,,,,,,
Q79825,Heshana Khan,Gotruk ruler,Q191610,,,,,,,
Q79828,Yan Tuoqulizhidaguan,Tang dynasty person CBDB = 161979,Q45482288,,,,,,,
Q79831,Li Yanfu,Tang dynasty person CBDB = 174301,Q45594944,,,,,,,
Q79834,Li Sifu,Tang dynasty person CBDB = 174306,Q45595266,,,,,,,
Q79837,Li Jiafu,Tang dynasty person CBDB = 174310,Q45595521,,,,,,,
Q79840,Li Yifu,Tang dynasty person CBDB = 174312,Q45595650,,,,,,,
Q79843,Li Mou,Tang dynasty person CBDB = 140445,Q45477809,,,,,,,
Q79846,Li Zhen,Tang dynasty person CBDB = 174316,Q45595905,,,,,,,
Q79849,Li Tongshi,Tang dynasty person CBDB = 174326,Q45596529,,,,,,,
Q7985,Prince Yoshisada,,Q17210218,,,,,,,
Q79852,Yujiulü Datan,khagan of Rouran,Q154925,,,,,,,
Q79855,Q24834860,,Q24834860,,,,,,,
Q79858,Q24834846,,Q24834846,,,,,,,
Q79861,Wei Ji,Tang dynasty person CBDB = 180884,Q45661383,6000000074759835979,,,,,,
Q79864,Wei Wan,Tang dynasty person CBDB = 180889,Q45661619,6000000074759422331,,,,,,
Q79867,Wei Jing,Tang dynasty person CBDB = 180891,Q45661679,6000000074759708096,,,,,,
Q79870,Wei Yan,"person, CBDB = 159780",Q45619914,,,,,,,
Q79873,Wei Jiaoyan,"person, CBDB = 158562",Q45568677,,,,,,,
Q79876,Wei Xin,"person, CBDB = 166426",Q45450380,,,,,,,
Q79879,Wei Shaohua,Tang dynasty person CBDB = 180895,Q45661857,6000000074759540108,,,,,,
Q7988,Taira no Takamune,,Q11483792,,,,,,,
Q79882,Wei Xun,Tang dynasty person CBDB = 180905,Q45662270,,,,,,,
Q79885,Wei Ke,Sui dynasty person CBDB=32080,Q45420848,6000000075398720854,,,,,,
Q79888,Wei Mouqing,"person, CBDB = 164910",Q45618830,,,,,,,
Q79891,Q134039619,,Q134039619,,,,,,,
Q79894,Wei Yu,Tang dynasty person CBDB = 143038,Q45605572,,,,,,,
Q79897,Wei Shu,Tang dynasty person CBDB = 32085,Q16077208,6000000074759008577,,,,,,
Q79900,Wei Di,Tang dynasty person CBDB = 32086,Q45420859,6000000074759634137,,,,,,
Q79903,Wei You,Tang dynasty person CBDB = 32087,Q45420860,6000000074758937655,,,,,,
Q79906,Wei Hui,Tang dynasty person CBDB = 32088,Q45420861,6000000074760074821,,,,,,
Q79909,Wei Qi,Tang dynasty person CBDB = 32089,Q45420862,6000000074760029849,,,,,,
Q7991,Taira no Takamochi,Japanese nobleman (fl. 889),Q11483791,,,,,,,
Q79912,Wei Xun,Tang dynasty person CBDB = 32090,Q45420863,6000000074759946885,,,,,,
Q79915,Wei Sun,Tang dynasty person CBDB = 189988,Q45583355,6000000074759762135,,,,,,
Q79918,Wei Heng,Tang dynasty person CBDB = 190208,Q45592510,6000000074759746102,,,,,,
Q79921,Wei Ben,Tang dynasty person CBDB = 190217,Q45592955,6000000074759383226,,,,,,
Q79924,Wei Xian,"person, CBDB = 160058",Q45632281,6000000074759540139,,,,,,
Q79927,Wei Jian,Tang dynasty person CBDB = 195456,Q45590861,6000000074760059850,,,,,,
Q79930,Wei Ba,Tang dynasty person CBDB = 180863,Q45660124,6000000074759960827,,,,,,
Q79933,Wei Jing,Tang dynasty person CBDB = 180867,Q45660362,6000000074759897897,,,,,,
Q79936,Wei Mou,Tang dynasty person CBDB = 180875,Q45660841,6000000074759093426,,,,,,
Q79939,Wei Qiong,Tang dynasty person CBDB = 141072,Q45511413,,,,,,,
Q79942,Wang Shi,wife of Wei Huang,Q65808103,,,,,,,
Q79945,Wei Zhen,Tang dynasty person CBDB = 180848,Q45659407,6000000074759966854,,,,,,
Q79948,Wei Yingwu,Tang Dynasty Chinese poet,Q1021828,6000000075402352954,,,,,,
Q79951,Q60994217,,Q60994217,,,,,,,
Q79954,Wei Ji,Tang dynasty person CBDB=180933,Q45663536,,,,,,,
Q79957,Wei Yao,Tang dynasty person CBDB = 180937,Q45663761,,,,,,,
Q79960,Wei Huan,Tang dynasty person CBDB=180943,Q45664041,,,,,,,
Q79963,Wei Di,Tang dynasty person CBDB = 180944,Q45664094,,,,,,,
Q79966,Wei Shu,Tang dynasty person CBDB = 141124,Q45514008,,,,,,,
Q79969,Wei Min,Tang dynasty person CBDB = 180835,Q45658690,6000000074759762012,,,,,,
Q79972,Wei Shou,Tang dynasty person CBDB = 33622,Q45424437,,,,,,,
Q79975,Wei Guanzhi,tang Dynasty Chancellor,Q7979751,6000000075406134877,,,,,,
Q79978,Wei Xun,Tang dynasty person CBDB = 33624,Q45424479,,,,,,,
Q79981,Dou Xuan,Tang dynasty person CBDB = 171760,Q45452025,,,,,,,
Q79984,Yang Yanke,Tang dynasty person CBDB = 22503,Q45402602,6000000075050868831,,,,,,
Q79987,Yang Chengming,Tang dynasty person CBDB = 32803,Q45422219,6000000074733502869,,,,,,
Q79990,Yang Di,Tang dynasty person CBDB = 172778,Q45508813,6000000074733504864,,,,,,
Q79993,Yang Pu,Tang dynasty person CBDB = 172782,Q45509069,6000000074733647821,,,,,,
Q79996,Yang Yi,Tang dynasty person CBDB=172667,Q45503155,6000000074705976972,,,,,,
Q79999,Li Shi,wife of Yangsong,Q65805643,,,,,,,
Q80002,Yang Yizhi,Tang dynasty person CBDB = 155579,Q45438102,6000000074705643341,,,,,,
Q80005,Yang Taiqing,Tang dynasty person CBDB = 22462,Q45402525,,,,,,,
Q80008,Yang Zhan,Tang dynasty person CBDB = 172797,Q45509954,6000000074706097966,,,,,,
Q80011,Q66311268,,Q66311268,,,,,,,
Q80014,Wang Hong,Liu Song dynasty prime minister (379-432),Q557716,,,,,,,
Q80017,Wang Sengda,,Q13219054,,,,,,,
Q80020,Q22813944,,Q22813944,,,,,,,
Q80023,Xiao Renbiao,Tang dynasty person CBDB = 146072,Q45492913,,,,,,,
Q80026,Xiao Yuangong,Tang dynasty person CBDB = 194121,Q22813946,,,,,,,
Q80029,Xiao Wengong,Tang dynasty person CBDB = 150919,Q45468451,,,,,,,
Q8003,Munesada prince,member of the Japanese royal family,Q22127266,,,,,,,
Q80032,Xiao Mou,Tang dynasty person CBDB = 189723,Q45574697,,,,,,,
Q80035,Liu Qiao,China person CBDB = 12173,Q10900304,6000000074733085842,,,,,,
Q80038,Zhao Anzong,noblewoman,Q8257428,,,,,,,
Q80041,Liu Daogui,,Q2501699,,,,,,,
Q80044,Liu Daolian,politician (368-422),Q1279508,,,,,,,
Q80047,Duchess Zang Aiqin,,Q8257361,,,,,,,
Q80050,Empress Dowager Zhang,Chinese concubine of Emperor Wu,Q706552,,,,,,,
Q80053,Consort Sun,,Q13614495,,,,,,,
Q80056,王偃,,Q11572909,6000000023724819497,,,,,,
Q80059,Q22814746,,Q22814746,,,,,,,
Q80062,Q134097625,,Q134097625,6000000054111617979,,,,,,
Q80065,Xu Kuizhi,"person, CBDB = 193927",Q6801911,,,,,,,
Q80068,Xu Zhanzhi,"person, CBDB = 193926",Q10296403,,,,,,,
Q80071,He Yu,Liu Song official,Q11385222,,,,,,,
Q80074,何令婉,,Q8257404,,,,,,,
Q80077,Q48886682,,Q48886682,,,,,,,
Q80080,Empress Sima Maoying,Liu Song empress,Q855782,,,,,,,
Q80083,Q30941637,,Q30941637,,,,,,,
Q80086,Q55707906,,Q55707906,,,,,,,
Q80089,Q95143903,,Q95143903,,,,,,,
Q80092,Q95144788,,Q95144788,,,,,,,
Q80095,Q95142681,,Q95142681,,,,,,,
Q80098,Q95146350,,Q95146350,,,,,,,
Q80101,Q56597970,,Q56597970,,,,,,,
Q80104,Q30942137,,Q30942137,,,,,,,
Q80107,袁湛,Chinese politician (379 - 418),Q13441920,,,,,,,
Q80110,王曇首,,Q11573106,,,,,,,
Q80113,Q15942059,,Q15942059,,,,,,,
Q80116,Q22814998,,Q22814998,,,,,,,
Q80119,Chu Fen,Southern Qi person CBDB = 30927,Q45418788,6000000075328087912,,,,,,
Q80122,Chu Qin,Southern Qi person CBDB = 30928,Q45418790,6000000075328022044,,,,,,
Q80125,趙伯符,,Q11636652,,,,,,,
Q80128,江湛,,Q17500069,,,,,,,
Q80131,江蒨,,Q11135130,,,,,,,
Q80134,褚寂之,,Q109276327,,,,,,,
Q80137,Xie Shu,,Q13560628,,,,,,,
Q80140,Q47183928,,Q47183928,,,,,,,
Q80143,Empress Lu,"wife of Liu Ziye, emperor of Liu Song",Q5374569,,,,,,,
Q80146,Q95143657,,Q95143657,,,,,,,
Q80149,Empress Xie Fanjing,Chinese empress,Q4391431,,,,,,,
Q8015,Empress Dowager Hanshi,spouse of emperor Koko,Q11573356,,,I00523789,,,,
Q80152,Empress Jiang Jiangui,Chinese empress,Q4390903,,,,,,,
Q80155,Q8253877,,Q8253877,,,,,,,
Q80158,Q30941742,,Q30941742,,,,,,,
Q8016,Ariwara no Yukihira,Japanese writer,Q1320521,,,,,,,
Q80161,Q30943294,,Q30943294,,,,,,,
Q80164,Q30943361,,Q30943361,,,,,,,
Q80167,Q30943358,,Q30943358,,,,,,,
Q8017,Ariwara no Narihira,"Japanese writer, courtier and waka poet",Q451991,,,,,,,
Q80170,Q30943365,,Q30943365,,,,,,,
Q80173,Q30943351,,Q30943351,,,,,,,
Q80176,He Ji,Chinese politician during Liu Song,Q9387292,,,,,,,
Q80179,王瑩 (軍人),,Q11573176,,,,,,,
Q8018,Ariwara no Morihira,,Q24866153,,,,,,,
Q80182,Q47182743,,Q47182743,,,,,,,
Q80185,Wang Hongxun,"person, CBDB = 152941",Q45566498,,,,,,,
Q80188,Wang Hongrang,"person, CBDB = 154136",Q45623145,,,,,,,
Q8019,Ariwara no Nakahira,,Q109328772,,,,,,,
Q80191,Wang Hongzhi,Tang dynasty person CBDB = 175393,Q45656974,,,,,,,
Q80194,Wang Shi,daughter of Wang Zi,Q65803421,,,,,,,
Q80197,Wang Mou,Tang dynasty person CBDB = 193613,Q45489101,,,,,,,
Q80200,Xiao Wenman,Tang dynasty person CBDB = 32067,Q45420825,6000000075398478935,,,,,,
Q80203,Xiao Liang,Tang dynasty person CBDB = 32069,Q45420828,6000000075398618916,,,,,,
Q80206,Xiao Xuan,Tang dynasty person CBDB = 146069,Q45492721,6000000075398752950,,,,,,
Q80209,Xiao Quan,Tang dynasty person CBDB = 194050,Q45510443,,,,,,,
Q8021,Yoshimine no Nagamatsu,,Q11614407,,,,,,,
Q80212,Xiao Hui,Tang dynasty person CBDB = 194309,Q45522411,,,,,,,
Q80215,Xiao Zuan,Tang dynasty person CBDB = 194310,Q45522472,,,,,,,
Q80218,Xiao Xun,Tang dynasty person CBDB = 186717,Q45686170,,,,,,,
Q80221,Xiao Yi,Tang dynasty person CBDB=191220,Q45641761,,,,,,,
Q80224,Yuan Yi,Liu Song official,Q13560636,,,,,,,
Q80227,Yuan Mi,"person, CBDB = 181767",Q11626509,,,,,,,
Q80230,Yuan Yuanyou,"person, CBDB = 181753",Q45688622,,,,,,,
Q80233,Yuan Ziwen,Tang dynasty person CBDB = 181737,Q26197705,,,,,,,
Q80236,Yuan Mou,Tang dynasty person CBDB = 181750,Q45688534,,,,,,,
Q80239,Xu Shu,"person, CBDB = 184613",Q45584618,,,,,,,
Q8024,Henjo,Japanese writer,Q1035285,,,,,,,
Q80242,Xu Wenyuan,Tang dynasty person CBDB = 184654,Q45587226,,,,,,,
Q80245,Xu Shihui,Tang dynasty person CBDB=184705,Q45590337,,,,,,,
Q80248,Xu Shiya,Tang dynasty person CBDB = 184707,Q45590461,,,,,,,
Q80251,Xu Shishi,Tang dynasty person CBDB=184710,Q45590654,,,,,,,
Q80254,Xu Fengcheng,Tang dynasty person CBDB = 184715,Q45590970,,,,,,,
Q80257,Xu Fengxin,Tang dynasty person CBDB = 184716,Q45591033,,,,,,,
Q8026,Ki no Shishihito,,Q59134438,,,,,,,
Q80260,Xu Changshi,Tang dynasty person CBDB = 184717,Q45591095,,,,,,,
Q80263,Cai Lin,Eastern Jin dynasty person CBDB = 12008,Q45373224,6000000074732407993,,,,,,
Q80266,Q20064144,,Q20064144,,,,,,,
Q80269,Wei Shengui,Tang dynasty person CBDB = 180733,Q45654054,,,,,,,
Q80272,Yang Hong,"person, CBDB = 172639",Q45501809,,,,,,,
Q80275,Yang Ningshi,Later Zhou dynasty person CBDB = 22500,Q11117828,,,,,,,
Q80278,Li Mou,"person, CBDB = 192791",Q45443133,,,,,,,
Q80281,Li Fen,Tang dynasty person CBDB = 146229,Q45501272,,,,,,,
Q80284,Li Mi,Chinese chancellor,Q6538969,,,,,,,
Q80287,Li Cheng,Tang dynasty person CBDB = 175273,Q45651213,,,,,,,
Q80290,Li Wen,Tang dynasty person CBDB = 175275,Q45651330,,,,,,,
Q80293,Xiao Chongwang,Tang dynasty person CBDB = 171676,Q45448253,,,,,,,
Q80296,Xiao Zheng,Tang dynasty person CBDB = 145012,Q45439827,6000000075398333170,,,,,,
Q80299,Zhang Yi,Tang dynasty person CBDB = 12420,Q45374456,6000000074732873286,,,,,,
Q80302,Zhang Yi,Tang dynasty person CBDB = 152593,Q45550026,6000000074733881825,,,,,,
Q80305,Zhang Qi,Tang dynasty person CBDB = 176154,Q45685694,6000000074733879824,,,,,,
Q80308,Zhang Mou,Tang dynasty person CBDB = 176155,Q45685725,6000000074733283126,,,,,,
Q8031,Hata no Shimamaro's daughter,Wife of Fujiwara no Oguromaro,Q106292128,,,,,,,
Q80310,Zhang Qiao,Tang dynasty person CBDB = 149577,Q45657048,6000000074733647883,,,,,,
Q80313,Du Shi,wife of Zhangqingzhi,Q65804701,,,,,,,
Q80317,Zhang Ku,Tang dynasty person CBDB = 141025,Q45509227,,,,,,,
Q8032,Fujiwara no Ujiko,,Q108072745,,,,,,,
Q80320,Xiao Meng,Tang dynasty person CBDB = 145067,Q45442857,6000000074733264872,,,,,,
Q80323,Liu Gua,Western Liang person CBDB = 31797,Q45420348,6000000048523828931,,,,,,
Q80326,Liu Jiyuan,Tang dynasty person CBDB = 31810,Q26197887,6000000075346276052,,,,,,
Q80329,Liu Qingyuan,"person, CBDB = 178301",Q19855121,,,,,,,
Q8033,Fujiwara no Hoshio,,Q11623308,,,,,,,
Q80332,Liu Shancai,Tang dynasty person CBDB = 31805,Q26197866,6000000075345887127,,,,,,
Q80335,Liu Yue,"person, CBDB = 150877",Q45466463,,,,,,,
Q80338,Liu Xun,"person, CBDB = 147592",Q45564967,,,,,,,
Q8034,Fujiwara no Saneo,,Q11623430,,,,,,,
Q80341,Liu Mou,Tang dynasty person CBDB=178284,Q45516809,,,,,,,
Q80344,Q22813419,,Q22813419,,,,,,,
Q80347,Chen Boxuan,"person, CBDB = 172314",Q45485638,6000000074732500795,,,,,,
Q8035,Fujiwara no Masao,,Q11623361,,,,,,,
Q80350,Chen Bodang,"person, CBDB = 172317",Q45485825,6000000074734221969,,,,,,
Q80353,Cui Fujun,Yuanshifu,Q65804954,,,,,,,
Q80356,Cui Zhicheng,"person, CBDB = 151175",Q45480851,,,,,,,
Q80359,Cui Chen,"person, CBDB = 151176",Q45480915,,,,,,,
Q8036,Fujiwara no Fusatsugu,father of Fujiwara no Sawako,Q11623476,,,,,,,
Q80362,Cui Yun,"person, CBDB = 151177",Q45480977,,,,,,,
Q80365,Mou Siyue,Mouzuzu,Q65804987,,,,,,,
Q80368,Cui Dao,Tang dynasty person CBDB = 193380,Q45477772,,,,,,,
Q8037,Fujiwara no Sueshige's daughter,Wife of Fujiwara no Michio,Q107643077,,,,,,,
Q80371,Cui Zhuo,"person, CBDB = 158224",Q45554990,,,,,,,
Q80374,Zheng Shi,daughter of Zheng Kan,Q65803947,,,,,,,
Q80377,Xue Yi,Western Jin dynasty person CBDB = 18755,Q45390372,6000000074748759576,,,,,,
Q8038,Fujiwara no Toyozawa,grandfather of Hidesato,Q15057415,,,,,,,
Q80380,Xue Deru,Sui dynasty person CBDB = 33036,Q45422641,6000000074749847835,,,,,,
Q80383,Xue Shen,Tang dynasty person CBDB = 180690,Q45651736,,,,,,,
Q80386,Pei Bao,Eastern Jin dynasty person CBDB=31862,Q45420442,6000000057281469946,,,,,,
Q80389,Pei Shubao,Southern Qi person CBDB = 31875,Q45420467,6000000057294355056,,,,,,
Q8039,Fujiwara no Fujinari's daughter,Wife of Fujiwara no Ujimune,Q109352719,,,,,,,
Q80392,Pei Shuye,Northern Wei person CBDB = 31876,Q10742819,6000000057294314037,,,,,,
Q80395,Pei Lingbao,Northern Wei person CBDB = 31877,Q45420470,6000000075373301923,,,,,,
Q80398,Pei Liang,,Q18234478,,,,,,,
Q8040,Fujiwara no Nagamichi,,Q17212368,,,,,,,
Q80401,Pei Mou,"person, CBDB = 170922",Q45652302,,,,,,,
Q80404,Pei Song,Northern Wei person CBDB = 31902,Q45420521,6000000057625526434,,,,,,
Q80407,Pei Songshou,"person, CBDB = 170967",Q45654940,,,,,,,
Q8041,Fujiwara no Hamanushi,,Q11623372,,,,,,,
Q80410,Pei Sui,,Q28411104,,,,,,,
Q80413,Pei Gui,"person, CBDB = 171006",Q45656919,,,,,,,
Q80416,Pei Mou,"person, CBDB = 171030",Q45658355,,,,,,,
Q80419,Pei Su,"person, CBDB = 171045",Q45659184,,,,,,,
Q8042,Fujiwara no Sekinushi,,Q28690730,,,,,,,
Q80422,Xue Gang,"person, CBDB = 180185",Q45623607,,,,,,,
Q80425,Xue Duan,"person, CBDB = 180190",Q45623921,,,,,,,
Q80428,Xue Mimin,"person, CBDB = 180209",Q45624925,,,,,,,
Q80431,Xue Wensi,Tang dynasty person CBDB = 33058,Q45422681,6000000074749562899,,,,,,
Q80434,Xue Xuanzuo,Tang dynasty person CBDB = 180216,Q45625359,,,,,,,
Q80437,Xue Xuanyou,Tang dynasty person CBDB = 193938,Q45505275,,,,,,,
Q8044,Fujiwara no Yukimichi,,Q11623530,,,,,,,
Q80440,Xue Daipin,Tang dynasty person CBDB = 33043,Q45422653,6000000074749832830,,,,,,
