# Entities with family relationships but no external identifiers
qid,english_label,english_description,fathers,mothers,children,spouses,has_p39_no_identifiers,has_p39_no_relatives
Q153006,Iranic Ancestors Generation 9,Gaiad character,Q153005;Q153005;Q153005;Q153005;Q153005,,Q153007;Q153007;Q153007;Q153007;Q153007,,No,No
Q153007,Iranic Ancestors Generation 10,Gaiad character,Q153006;Q153006;Q153006;Q153006;Q153006,,Q153008;Q153008;Q153008;Q153008;Q153008,,No,No
Q153008,Iranic Ancestors Generation 11,Gaiad character,Q153007;Q153007;Q153007;Q153007;Q153007,,Q153009;Q153009;Q153009;Q153009;Q153009,,No,No
Q153009,Iranic Ancestors Generation 12,Gaiad character,Q153008;Q153008;Q153008;Q153008;Q153008,,Q153010;Q153010;Q153010;Q153010;Q153010,,No,No
Q153010,Iranic Ancestors Generation 13,Gaiad character,Q153009;Q153009;Q153009;Q153009;Q153009,,Q153011;Q153011;Q153011;Q153011;Q153011,,No,No
Q153011,Iranic Ancestors Generation 14,Gaiad character,Q153010;Q153010;Q153010;Q153010;Q153010,,Q153012;Q153012;Q153012;Q153012;Q153012,,No,No
Q153012,Iranic Ancestors Generation 15,Gaiad character,Q153011;Q153011;Q153011;Q153011;Q153011,,Q153013;Q153013;Q153013;Q153013;Q153013,,No,No
Q153013,Iranic Ancestors Generation 16,Gaiad character,Q153012;Q153012;Q153012;Q153012;Q153012,,Q153014;Q153014;Q153014;Q153014;Q153014,,No,No
Q153014,Iranic Ancestors Generation 17,Gaiad character,Q153013;Q153013;Q153013;Q153013;Q153013,,Q153015;Q153015;Q153015;Q153015;Q153015,,No,No
Q153015,Iranic Ancestors Generation 18,Gaiad character,Q153014;Q153014;Q153014;Q153014;Q153014,,Q153016;Q153016;Q153016;Q153016;Q153016,,No,No
Q153016,Iranic Ancestors Generation 19,Gaiad character,Q153015;Q153015;Q153015;Q153015;Q153015,,Q153017;Q153017;Q153017;Q153017;Q153017,,No,No
Q153017,Iranic Ancestors Generation 20,Gaiad character,Q153016;Q153016;Q153016;Q153016;Q153016,,Q153018;Q153018;Q153018;Q153018;Q153018,,No,No
Q153018,Iranic Ancestors Generation 21,Gaiad character,Q153017;Q153017;Q153017;Q153017;Q153017,,Q153019;Q153019;Q153019;Q153019;Q153019,,No,No
Q153019,Iranic Ancestors Generation 22,Gaiad character,Q153018;Q153018;Q153018;Q153018;Q153018,,Q153020;Q153020;Q153020;Q153020;Q153020,,No,No
Q153020,Iranic Ancestors Generation 23,Gaiad character,Q153019;Q153019;Q153019;Q153019;Q153019,,Q153021;Q153021;Q153021;Q153021;Q153021,,No,No
Q153021,Iranic Ancestors Generation 24,Gaiad character,Q153020;Q153020;Q153020;Q153020;Q153020,,Q153022;Q153022;Q153022;Q153022;Q153022,,No,No
Q153022,Iranic Ancestors Generation 25,Gaiad character,Q153021;Q153021;Q153021;Q153021;Q153021,,Q153023;Q153023;Q153023;Q153023;Q153023,,No,No
Q153023,Iranic Ancestors Generation 26,Gaiad character,Q153022;Q153022;Q153022;Q153022;Q153022,,Q153024;Q153024;Q153024;Q153024;Q153024,,No,No
Q153024,Iranic Ancestors Generation 27,Gaiad character,Q153023;Q153023;Q153023;Q153023;Q153023,,Q153025;Q153025;Q153025;Q153025;Q153025,,No,No
Q153025,Iranic Ancestors Generation 28,Gaiad character,Q153024;Q153024;Q153024;Q153024;Q153024,,Q153026;Q153026;Q153026;Q153026;Q153026,,No,No
Q153026,Iranic Ancestors Generation 29,Gaiad character,Q153025;Q153025;Q153025;Q153025;Q153025,,Q153027;Q153027;Q153027;Q153027;Q153027,,No,No
Q153027,Iranic Ancestors Generation 30,Gaiad character,Q153026;Q153026;Q153026;Q153026;Q153026,,Q153028;Q153028;Q153028;Q153028;Q153028,,No,No
Q153028,Iranic Ancestors Generation 31,Gaiad character,Q153027;Q153027;Q153027;Q153027;Q153027,,Q153029;Q153029;Q153029;Q153029;Q153029,,No,No
Q153029,Iranic Ancestors Generation 32,Gaiad character,Q153028;Q153028;Q153028;Q153028;Q153028,,Q153030;Q153030;Q153030;Q153030;Q153030,,No,No
Q153030,Iranic Ancestors Generation 33,Gaiad character,Q153029;Q153029;Q153029;Q153029;Q153029,,Q153031;Q153031;Q153031;Q153031;Q153031,,No,No
Q153031,Iranic Ancestors Generation 34,Gaiad character,Q153030;Q153030;Q153030;Q153030;Q153030,,Q153032;Q153032;Q153032;Q153032;Q153032,,No,No
Q153032,Iranic Ancestors Generation 35,Gaiad character,Q153031;Q153031;Q153031;Q153031;Q153031,,Q153033;Q153033;Q153033;Q153033;Q153033,,No,No
Q153033,Iranic Ancestors Generation 36,Gaiad character,Q153032;Q153032;Q153032;Q153032;Q153032,,Q153034;Q153034;Q153034;Q153034;Q153034,,No,No
Q153034,Iranic Ancestors Generation 37,Gaiad character,Q153033;Q153033;Q153033;Q153033;Q153033,,Q153035;Q153035;Q153035;Q153035;Q153035,,No,No
Q153035,Iranic Ancestors Generation 38,Gaiad character,Q153034;Q153034;Q153034;Q153034;Q153034,,Q153036;Q153036;Q153036;Q153036;Q153036,,No,No
Q153036,Iranic Ancestors Generation 39,Gaiad character,Q153035;Q153035;Q153035;Q153035;Q153035,,Q153037;Q153037;Q153037;Q153037;Q153037,,No,No
Q153037,Iranic Ancestors Generation 40,Gaiad character,Q153036;Q153036;Q153036;Q153036,,Q153038;Q153038;Q153038;Q153038;Q153038,,No,No
Q153038,Iranic Ancestors Generation 41,Gaiad character,Q153037;Q153037;Q153037;Q153037;Q153037,,Q153039;Q153039;Q153039;Q153039,,No,No
Q153039,Iranic Ancestors Generation 42,Gaiad character,Q153038;Q153038;Q153038;Q153038,,Q153040;Q153040;Q153040;Q153040,,No,No
Q153040,Iranic Ancestors Generation 43,Gaiad character,Q153039;Q153039;Q153039;Q153039,,Q153041;Q153041;Q153041;Q153041,,No,No
Q153041,Iranic Ancestors Generation 44,Gaiad character,Q153040;Q153040;Q153040;Q153040,,Q153042;Q153042;Q153042;Q153042,,No,No
Q153042,Iranic Ancestors Generation 45,Gaiad character,Q153041;Q153041;Q153041;Q153041,,Q153043;Q153043;Q153043;Q153043,,No,No
Q153043,Iranic Ancestors Generation 46,Gaiad character,Q153042;Q153042;Q153042;Q153042,,Q153044;Q153044;Q153044;Q153044,,No,No
Q153044,Iranic Ancestors Generation 47,Gaiad character,Q153043;Q153043;Q153043;Q153043,,Q153045;Q153045;Q153045;Q153045,,No,No
Q153045,Iranic Ancestors Generation 48,Gaiad character,Q153044;Q153044;Q153044;Q153044,,Q153046;Q153046;Q153046;Q153046,,No,No
Q153046,Iranic Ancestors Generation 49,Gaiad character,Q153045;Q153045;Q153045;Q153045,,Q153047;Q153047;Q153047;Q153047,,No,No
Q153047,Iranic Ancestors Generation 50,Gaiad character,Q153046;Q153046;Q153046;Q153046,,Q153048;Q153048;Q153048;Q153048,,No,No
Q153048,Iranic Ancestors Generation 51,Gaiad character,Q153047;Q153047;Q153047;Q153047,,Q153049;Q153049;Q153049;Q153049,,No,No
Q153049,Iranic Ancestors Generation 52,Gaiad character,Q153048;Q153048;Q153048;Q153048,,Q153050;Q153050;Q153050;Q153050,,No,No
Q153050,Iranic Ancestors Generation 53,Gaiad character,Q153049;Q153049;Q153049;Q153049,,Q153051;Q153051;Q153051;Q153051,,No,No
Q153051,Iranic Ancestors Generation 54,Gaiad character,Q153050;Q153050;Q153050;Q153050,,Q153052;Q153052;Q153052;Q153052,,No,No
Q153052,Aryan Genarch Generation 55,Gaiad character,Q153051;Q153051;Q153051;Q153051,,Q53050;Q53050;Q53050;Q53050;Q2505,,No,No
Q153053,Zidanta II King of the Hittites,Gaiad character,Q53113;Q53113;Q53113;Q2521,,,Q1344;Q1344;Q1344;Q1344,No,No
Q153054,Ammuna King of the Hittites,Gaiad character,Q1345;Q153055;Q1345;Q153055;Q1345;Q153055;Q1345;Q153055,,,Q153056;Q153056;Q153056;Q153056,No,No
Q153055,Ḫuzziya I King of the Hittites,Gaiad character,,,Q153054;Q153054;Q153054;Q153054,,No,No
Q153056,[...]ša\ta daughter of Hantili I,Gaiad character,Q153054;Q153054;Q153054;Q153054,,,Q153057;Q153057;Q153057;Q153057,No,No
Q153057,Ḫarapšili Princess and Queen consort of the Hittites,Gaiad character,Q153056;Q153056;Q153056;Q153056,,Q1350;Q1350;Q1350;Q1350,,No,No
Q153058,Mursili I King of the Hittites,Gaiad character,,,Q1350;Q1350;Q1350;Q1350,,No,No
Q153059,Ḫattušili I King of the Hittites,Gaiad character,Q1350;Q1350;Q1350;Q1350,,Q153060;Q153060;Q153060;Q153060,,No,No
Q153060,Papahdilmah Abu Ḫattušili,Gaiad character,Q153059;Q153059;Q153059;Q153059,,Q153061;Q153061;Q153061;Q153061,,No,No
Q153061,PU-Sarruma King of the Hittites,Gaiad character,Q153060;Q153062;Q153060;Q153062;Q153060;Q153062;Q153060;Q153062,,Q153063;Q153063;Q153063;Q153063,,No,No
Q153062,Tawananna King of the Hittites,Gaiad character,,,Q153061;Q153061;Q153061;Q153061,,No,No
Q153063,Tudhaliya First King of the Hittites,Gaiad character,Q153061;Q153061;Q153061;Q153061,,Q153064;Q153064;Q153064;Q153064,,No,No
Q153064,Hittite Ancestors Generation 1,Gaiad character,Q153063;Q153063;Q153063;Q153063,,Q153065;Q153065;Q153065;Q153065,,No,No
Q153065,Hittite Ancestors Generation 2,Gaiad character,Q153064;Q153064;Q153064;Q153064,,Q153066;Q153066;Q153066;Q153066,,No,No
Q153066,Hittite Ancestors Generation 3,Gaiad character,Q153065;Q153065;Q153065;Q153065,,Q153067;Q153067;Q153067;Q153067,,No,No
Q153067,Hittite Ancestors Generation 4,Gaiad character,Q153066;Q153066;Q153066;Q153066,,Q153068;Q153068;Q153068;Q153068,,No,No
Q153068,Hittite Ancestors Generation 5,Gaiad character,Q153067;Q153067;Q153067;Q153067,,Q153069;Q153069;Q153069;Q153069,,No,No
Q153069,Hittite Ancestors Generation 6,Gaiad character,Q153068;Q153068;Q153068;Q153068,,Q153070;Q153070;Q153070;Q153070,,No,No
Q153070,Hittite Ancestors Generation 7,Gaiad character,Q153069;Q153069;Q153069;Q153069,,Q153071;Q153071;Q153071;Q153071,,No,No
Q153071,Hittite Ancestors Generation 8,Gaiad character,Q153070;Q153070;Q153070;Q153070,,Q153072;Q153072;Q153072;Q153072,,No,No
Q153072,Hittite Ancestors Generation 9,Gaiad character,Q153071;Q153071;Q153071;Q153071,,Q153073;Q153073;Q153073;Q153073,,No,No
Q153073,Hittite Ancestors Generation 10,Gaiad character,Q153072;Q153072;Q153072;Q153072,,Q153074;Q153074;Q153074;Q153074,,No,No
Q153074,Hittite Ancestors Generation 11,Gaiad character,Q153073;Q153073;Q153073;Q153073,,Q153075;Q153075;Q153075;Q153075,,No,No
Q153075,Hittite Ancestors Generation 12,Gaiad character,Q153074;Q153074;Q153074;Q153074,,Q153076;Q153076;Q153076;Q153076,,No,No
Q153076,Hittite Ancestors Generation 13,Gaiad character,Q153075;Q153075;Q153075;Q153075,,Q153077;Q153077;Q153077;Q153077,,No,No
Q153077,Hittite Ancestors Generation 14,Gaiad character,Q153076;Q153076;Q153076;Q153076,,Q153078;Q153078;Q153078;Q153078,,No,No
Q153078,Hittite Ancestors Generation 15,Gaiad character,Q153077;Q153077;Q153077;Q153077,,Q153079;Q153079;Q153079;Q153079,,No,No
Q153079,Hittite Ancestors Generation 16,Gaiad character,Q153078;Q153078;Q153078;Q153078,,Q153080;Q153080;Q153080;Q153080,,No,No
Q153080,Hittite Ancestors Generation 17,Gaiad character,Q153079;Q153079;Q153079;Q153079,,Q153081;Q153081;Q153081;Q153081,,No,No
Q153081,Hittite Ancestors Generation 18,Gaiad character,Q153080;Q153080;Q153080;Q153080,,Q153082;Q153082;Q153082;Q153082,,No,No
Q153082,Hittite Ancestors Generation 19,Gaiad character,Q153081;Q153081;Q153081;Q153081,,Q153083;Q153083;Q153083;Q153083,,No,No
Q153083,Hittite Ancestors Generation 20,Gaiad character,Q153082;Q153082;Q153082;Q153082,,Q153084;Q153084;Q153084;Q153084,,No,No
Q153084,Hittite Ancestors Generation 21,Gaiad character,Q153083;Q153083;Q153083;Q153083,,Q153085;Q153085;Q153085;Q153085,,No,No
Q153085,Hittite Ancestors Generation 22,Gaiad character,Q153084;Q153084;Q153084;Q153084,,Q153086;Q153086;Q153086;Q153086,,No,No
Q153086,Hittite Ancestors Generation 23,Gaiad character,Q153085;Q153085;Q153085;Q153085,,Q153087;Q153087;Q153087;Q153087,,No,No
Q153087,Hittite Ancestors Generation 24,Gaiad character,Q153086;Q153086;Q153086;Q153086,,Q153088;Q153088;Q153088;Q153088,,No,No
Q153088,Hittite Ancestors Generation 25,Gaiad character,Q153087;Q153087;Q153087;Q153087,,Q153089;Q153089;Q153089;Q153089,,No,No
Q153089,Hittite Ancestors Generation 26,Gaiad character,Q153088;Q153088;Q153088;Q153088,,Q153090;Q153090;Q153090;Q153090,,No,No
Q153090,Hittite Ancestors Generation 27,Gaiad character,Q153089;Q153089;Q153089;Q153089,,Q153091;Q153091;Q153091;Q153091,,No,No
Q153091,Hittite Ancestors Generation 28,Gaiad character,Q153090;Q153090;Q153090;Q153090,,Q153092;Q153092;Q153092;Q153092,,No,No
Q153092,Hittite Ancestors Generation 29,Gaiad character,Q153091;Q153091;Q153091;Q153091,,Q153093;Q153093;Q153093;Q153093,,No,No
Q153093,Hittite Ancestors Generation 30,Gaiad character,Q153092;Q153092;Q153092;Q153092,,Q153094;Q153094;Q153094;Q153094,,No,No
Q153094,Hittite Ancestors Generation 31,Gaiad character,Q153093;Q153093;Q153093;Q153093,,Q153095;Q153095;Q153095;Q153095,,No,No
Q153095,Hittite Ancestors Generation 32,Gaiad character,Q153094;Q153094;Q153094;Q153094,,Q153096;Q153096;Q153096;Q153096,,No,No
Q153096,Hittite Ancestors Generation 33,Gaiad character,Q153095;Q153095;Q153095;Q153095,,Q153097;Q153097;Q153097;Q153097,,No,No
Q153097,Hittite Ancestors Generation 34,Gaiad character,Q153096;Q153096;Q153096;Q153096,,Q153098;Q153098;Q153098;Q153098,,No,No
Q153098,Hittite Ancestors Generation 35,Gaiad character,Q153097;Q153097;Q153097;Q153097,,Q153099;Q153099;Q153099;Q153099,,No,No
Q153099,Hittite Ancestors Generation 36,Gaiad character,Q153098;Q153098;Q153098;Q153098,,Q153100;Q153100;Q153100;Q153100,,No,No
Q153100,Hittite Ancestors Generation 37,Gaiad character,Q153099;Q153099;Q153099;Q153099,,Q153101;Q153101;Q153101;Q153101,,No,No
Q153101,Hittite Ancestors Generation 38,Gaiad character,Q153100;Q153100;Q153100;Q153100,,Q153102;Q153102;Q153102;Q153102,,No,No
Q153102,Hittite Ancestors Generation 39,Gaiad character,Q153101;Q153101;Q153101;Q153101,,Q153103;Q153103;Q153103;Q153103,,No,No
Q153103,Hittite Ancestors Generation 40,Gaiad character,Q153102;Q153102;Q153102;Q153102,,Q153104;Q153104;Q153104;Q153104,,No,No
Q153104,Hittite Ancestors Generation 41,Gaiad character,Q153103;Q153103;Q153103;Q153103,,Q153105;Q153105;Q153105;Q153105,,No,No
Q153105,Hittite Ancestors Generation 42,Gaiad character,Q153104;Q153104;Q153104;Q153104,,Q153106;Q153106;Q153106;Q153106,,No,No
Q153106,Hittite Ancestors Generation 43,Gaiad character,Q153105;Q153105;Q153105;Q153105,,Q153107;Q153107;Q153107;Q153107,,No,No
Q153107,Hittite Ancestors Generation 44,Gaiad character,Q153106;Q153106;Q153106;Q153106,,Q153108;Q153108;Q153108;Q153108,,No,No
Q153108,Hittite Ancestors Generation 45,Gaiad character,Q153107;Q153107;Q153107;Q153107,,Q153109;Q153109;Q153109;Q153109,,No,No
Q153109,Hittite Ancestors Generation 46,Gaiad character,Q153108;Q153108;Q153108;Q153108,,Q153110;Q153110;Q153110;Q153110,,No,No
Q153110,Hittite Ancestors Generation 47,Gaiad character,Q153109;Q153109;Q153109;Q153109,,Q153111;Q153111;Q153111;Q153111,,No,No
Q153111,Horus parallel among Hittite Ancestors Generation 48,Gaiad character,Q153110;Q153110;Q153110;Q153110,,Q153112;Q153112;Q153112;Q153112,,No,No
Q153112,Hittite Ancestors Generation 49,Gaiad character,Q153111;Q153111;Q153111;Q153111,,Q153113;Q153113;Q153113;Q153113,,No,No
Q153113,Hittite Ancestors Generation 50,Gaiad character,Q153112;Q153112;Q153112;Q153112,,Q153114;Q153114;Q153114;Q153114,,No,No
Q153114,Hittite Ancestors Generation 51,Gaiad character,Q153113;Q153113;Q153113;Q153113,,Q52500;Q52500;Q52500;Q2370,,No,No
Q153115,1 Stars,Gaiad character,Q153116;Q153116;Q153116;Q153116;Q153116,,,Q281;Q281;Q281;Q281;Q281,No,No
Q153124,B Placeholder surname,Gaiad character,,,,Q3947;Q3947;Q3947;Q3947;Q3947,No,No
Q153134,1 Euteleostei,Gaiad character,Q1493;Q1494;Q1493;Q1494;Q1493;Q1494;Q1493;Q1494;Q1493;Q1494,,Q153133;Q153133;Q153133;Q153133;Q153133,,No,No
Q153143,7 Percomorpha,Gaiad character,Q1529;Q153144;Q1529;Q153144;Q1529;Q153144;Q1529;Q153144;Q1529;Q153144,,Q5482;Q5482;Q5482;Q5482;Q5482,,No,No
Q153144,6 Percomorpha,Gaiad character,Q153145;Q153146;Q153145;Q153146;Q153145;Q153146;Q153145;Q153146;Q153145;Q153146,,Q153143;Q153143;Q153143;Q153143;Q153143,,No,No
Q153145,5 Percomorpha,Gaiad character,Q1532;Q1533;Q1532;Q1533;Q1532;Q1533;Q1532;Q1533;Q1532;Q1533,,Q153144;Q153144;Q153144;Q153144;Q153144,,No,No
Q153146,4 Percomorpha,Gaiad character,Q1535;Q153147;Q1535;Q153147;Q1535;Q153147;Q1535;Q153147;Q1535;Q153147,,Q153144;Q153144;Q153144;Q153144;Q153144,,No,No
Q153147,3 Percomorpha,Gaiad character,Q153148;Q153149;Q153148;Q153149;Q153148;Q153149;Q153148;Q153149;Q153148;Q153149,,Q153146;Q153146;Q153146;Q153146;Q153146,,No,No
Q153148,1 Eupercaria,Gaiad character,Q1607;Q153175;Q1607;Q153175;Q1607;Q153175;Q1607;Q153175;Q1607;Q153175,,Q153147;Q153147;Q153147;Q153147;Q153147,,No,No
Q153149,2 Percomorpha,Gaiad character,Q153150;Q153151;Q153150;Q153151;Q153150;Q153151;Q153150;Q153151;Q153150;Q153151,,Q153147;Q153147;Q153147;Q153147;Q153147,,No,No
Q153150,1 Ovalentaria,Gaiad character,Q153163;Q153165;Q153163;Q153165;Q153163;Q153165;Q153163;Q153165;Q153163;Q153165,,Q153149;Q153149;Q153149;Q153149;Q153149,,No,No
Q153151,1 Percomorpha,Gaiad character,Q1571;Q1544;Q1571;Q1544;Q1571;Q1544;Q1571;Q1544;Q1571;Q1544,,Q153149;Q153149;Q153149;Q153149;Q153149,,No,No
Q153163,2 Ovalentaria,Gaiad character,Q1575;Q1580;Q1575;Q1580;Q1575;Q1580;Q1575;Q1580;Q1575;Q1580,,Q153150;Q153150;Q153150;Q153150;Q153150,,No,No
Q153165,3 Ovalentaria,Gaiad character,Q1584;Q153166;Q1584;Q153166;Q1584;Q153166;Q1584;Q153166;Q1584;Q153166,,Q153150;Q153150;Q153150;Q153150;Q153150,,No,No
Q153166,4 Ovalentaria,Gaiad character,Q153167;Q153168;Q153167;Q153168;Q153167;Q153168;Q153167;Q153168;Q153167;Q153168,,Q153165;Q153165;Q153165;Q153165;Q153165,,No,No
Q153167,5 Ovalentaria,Gaiad character,Q1587;Q1588;Q1587;Q1588;Q1587;Q1588;Q1587;Q1588;Q1587;Q1588,,Q153166;Q153166;Q153166;Q153166;Q153166,,No,No
Q153168,6 Ovalentaria,Gaiad character,Q153169;Q153170;Q153169;Q153170;Q153169;Q153170;Q153169;Q153170;Q153169;Q153170,,Q153166;Q153166;Q153166;Q153166;Q153166,,No,No
Q153169,7 Ovalentaria,Gaiad character,Q1591;Q1592;Q1591;Q1592;Q1591;Q1592;Q1591;Q1592;Q1591;Q1592,,Q153168;Q153168;Q153168;Q153168;Q153168,,No,No
Q153170,8 Ovalentaria,Gaiad character,Q1594;Q153171;Q1594;Q153171;Q1594;Q153171;Q1594;Q153171;Q1594;Q153171,,Q153168;Q153168;Q153168;Q153168;Q153168,,No,No
Q153171,9 Ovalentaria,Gaiad character,Q1597;Q153172;Q1597;Q153172;Q1597;Q153172;Q1597;Q153172;Q1597;Q153172,,Q153170;Q153170;Q153170;Q153170;Q153170,,No,No
Q153172,10 Ovalentaria,Gaiad character,Q1599;Q153173;Q1599;Q153173;Q1599;Q153173;Q1599;Q153173;Q1599;Q153173,,Q153171;Q153171;Q153171;Q153171;Q153171,,No,No
Q153173,11 Ovalentaria,Gaiad character,Q1601;Q153174;Q1601;Q153174;Q1601;Q153174;Q1601;Q153174;Q1601;Q153174,,Q153172;Q153172;Q153172;Q153172;Q153172,,No,No
Q153174,12 Ovalentaria,Gaiad character,Q1603;Q1604;Q1603;Q1604;Q1603;Q1604;Q1603;Q1604;Q1603;Q1604,,Q153173;Q153173;Q153173;Q153173;Q153173,,No,No
Q153175,2 Eupercaria,Gaiad character,Q153176;Q153178;Q153176;Q153178;Q153176;Q153178;Q153176;Q153178;Q153176;Q153178,,Q153148;Q153148;Q153148;Q153148;Q153148,,No,No
Q153176,3 Eupercaria,Gaiad character,Q1610;Q153177;Q1610;Q153177;Q1610;Q153177;Q1610;Q153177;Q1610;Q153177,,Q153175;Q153175;Q153175;Q153175;Q153175,,No,No
Q153177,4 Eupercaria,Gaiad character,Q1612;Q1613;Q1612;Q1613;Q1612;Q1613;Q1612;Q1613;Q1612;Q1613,,Q153176;Q153176;Q153176;Q153176;Q153176,,No,No
Q153178,5 Eupercaria,Gaiad character,Q153179;Q153181;Q153179;Q153181;Q153179;Q153181;Q153179;Q153181;Q153179;Q153181,,Q153175;Q153175;Q153175;Q153175;Q153175,,No,No
Q153179,6 Eupercaria,Gaiad character,Q1616;Q153180;Q1616;Q153180;Q1616;Q153180;Q1616;Q153180;Q1616;Q153180,,Q153178;Q153178;Q153178;Q153178;Q153178,,No,No
Q153180,7 Eupercaria,Gaiad character,Q1618;Q1619;Q1618;Q1619;Q1618;Q1619;Q1618;Q1619;Q1618;Q1619,,Q153179;Q153179;Q153179;Q153179;Q153179,,No,No
Q153181,8 Eupercaria,Gaiad character,Q153182;Q153183;Q153182;Q153183;Q153182;Q153183;Q153182;Q153183;Q153182;Q153183,,Q153178;Q153178;Q153178;Q153178;Q153178,,No,No
Q153182,9 Eupercaria,Gaiad character,Q1622;Q1623;Q1622;Q1623;Q1622;Q1623;Q1622;Q1623;Q1622;Q1623,,Q153181;Q153181;Q153181;Q153181;Q153181,,No,No
Q153183,10 Eupercaria,Gaiad character,Q1625;Q153184;Q1625;Q153184;Q1625;Q153184;Q1625;Q153184;Q1625;Q153184,,Q153181;Q153181;Q153181;Q153181;Q153181,,No,No
Q153184,11 Eupercaria,Gaiad character,Q153185;Q153193;Q153185;Q153193;Q153185;Q153193;Q153185;Q153193;Q153185;Q153193,,Q153183;Q153183;Q153183;Q153183;Q153183,,No,No
Q153185,12 Eupercaria,Gaiad character,Q153186;Q153187;Q153186;Q153187;Q153186;Q153187;Q153186;Q153187;Q153186;Q153187,,Q153184;Q153184;Q153184;Q153184;Q153184,,No,No
Q153186,13 Eupercaria,Gaiad character,Q1629;Q1630;Q1629;Q1630;Q1629;Q1630;Q1629;Q1630;Q1629;Q1630,,Q153185;Q153185;Q153185;Q153185;Q153185,,No,No
Q153187,14 Eupercaria,Gaiad character,Q153188;Q153189;Q153188;Q153189;Q153188;Q153189;Q153188;Q153189;Q153188;Q153189,,Q153185;Q153185;Q153185;Q153185;Q153185,,No,No
Q153188,15 Eupercaria,Gaiad character,Q1633;Q1634;Q1633;Q1634;Q1633;Q1634;Q1633;Q1634;Q1633;Q1634,,Q153187;Q153187;Q153187;Q153187;Q153187,,No,No
Q153189,16 Eupercaria,Gaiad character,Q1636;Q153190;Q1636;Q153190;Q1636;Q153190;Q1636;Q153190;Q1636;Q153190,,Q153187;Q153187;Q153187;Q153187;Q153187,,No,No
Q153190,18 Eupercaria,Gaiad character,Q1638;Q153191;Q1638;Q153191;Q1638;Q153191;Q1638;Q153191;Q1638;Q153191,,Q153189;Q153189;Q153189;Q153189;Q153189,,No,No
Q153191,17 Eupercaria,Gaiad character,Q1640;Q153192;Q1640;Q153192;Q1640;Q153192;Q1640;Q153192;Q1640;Q153192,,Q153190;Q153190;Q153190;Q153190;Q153190,,No,No
Q153192,26 Eupercaria,Gaiad character,Q1642;Q1643;Q1642;Q1643;Q1642;Q1643;Q1642;Q1643;Q1642;Q1643,,Q153191;Q153191;Q153191;Q153191;Q153191,,No,No
Q153193,21 Eupercaria,Gaiad character,Q153194;Q153195;Q153194;Q153195;Q153194;Q153195;Q153194;Q153195;Q153194;Q153195,,Q153184;Q153184;Q153184;Q153184;Q153184,,No,No
Q153194,19 Eupercaria,Gaiad character,Q1646;Q1647;Q1646;Q1647;Q1646;Q1647;Q1646;Q1647;Q1646;Q1647,,Q153193;Q153193;Q153193;Q153193;Q153193,,No,No
Q153195,22 Eupercaria,Gaiad character,Q1649;Q153196;Q1649;Q153196;Q1649;Q153196;Q1649;Q153196;Q1649;Q153196,,Q153193;Q153193;Q153193;Q153193;Q153193,,No,No
Q153196,20 Eupercaria,Gaiad character,Q153197;Q153198;Q153197;Q153198;Q153197;Q153198;Q153197;Q153198;Q153197;Q153198,,Q153195;Q153195;Q153195;Q153195;Q153195,,No,No
Q153197,24 Eupercaria,Gaiad character,Q1653;Q1654;Q1653;Q1654;Q1653;Q1654;Q1653;Q1654;Q1653;Q1654,,Q153196;Q153196;Q153196;Q153196;Q153196,,No,No
Q153198,23 Eupercaria,Gaiad character,Q1655;Q153199;Q1655;Q153199;Q1655;Q153199;Q1655;Q153199;Q1655;Q153199,,Q153196;Q153196;Q153196;Q153196;Q153196,,No,No
Q153199,25 Eupercaria,Gaiad character,Q1657;Q1658;Q1657;Q1658;Q1657;Q1658;Q1657;Q1658;Q1657;Q1658,,Q153198;Q153198;Q153198;Q153198;Q153198,,No,No
Q153266,БОРДЖИГЕДЕЙ-МЭРГЭН Placeholder surname,Gaiad character,Q153258;Q153258;Q153258;Q153258;Q153258,,Q153273;Q153273;Q153273;Q153273;Q153273,,No,No
Q153269,Maharaja Sriwijaya XIV - Sri Mara-Wijayottunggawarman (1008–1017) Placeholder surname,Gaiad character,Q153261;Q153264;Q153261;Q153264;Q153261;Q153264;Q153261;Q153264;Q153261;Q153264,,Q153274;Q153274;Q153274;Q153274;Q153274,,No,No
Q153273,КАЛИ-КАРЧИ Placeholder surname,Gaiad character,Q153266;Q153266;Q153266;Q153266;Q153266,,Q153277;Q153277;Q153277;Q153277;Q153277,,No,No
Q153274,Maharaja Sriwijaya XIII - Sri Cudamani Warmadewa (988-1008) Placeholder surname,Gaiad character,Q153269;Q153269;Q153269;Q153269;Q153269,,Q153278;Q153278;Q153278;Q153278;Q153278,,No,No
Q153277,СИМ-САУЧИ Placeholder surname,Gaiad character,Q153273;Q153273;Q153273;Q153273;Q153273,,Q153281;Q153281;Q153281;Q153281;Q153281,,No,No
Q153278,Maharaja Sriwijaya XII - Sri Udayaditya Warmadewa (960-988) Placeholder surname,Gaiad character,Q153274;Q153274;Q153274;Q153274;Q153274,,Q153282;Q153282;Q153282;Q153282;Q153282,,No,No
Q153281,ЕКЭ-НИДДА Placeholder surname,Gaiad character,Q153277;Q153277;Q153277;Q153277;Q153277,,Q153285;Q153285;Q153285;Q153285;Q153285,,No,No
Q153282,Maharaja Sriwijaya XI - NN Placeholder surname,Gaiad character,Q153278;Q153278;Q153278;Q153278;Q153278,,Q153286;Q153286;Q153286;Q153286;Q153286,,No,No
