id,translation,label_en
Q14887, Daughter of Uesugi Noriaki (wife of Uesugi Tomofusa), Shang Shan Xian Xian Noniang (shang Shan Zhao Fang Noshi)
Q14896, daughter of Ashikaga Takayoshi (wife of Uesugi Tomosada), Zu Li Gao Yi Noniang (shang Shan Zhao Ding Nozheng Shi)
Q14899, daughter of Yamana Muneyoshi (wife of Yamana Tokiyoshi), Shan Ming Shi Yi Noniang (shan Ming Shi Yi Noshi)
Q14913, Sōma Shigetane (6th generation), Xiang Ma Zhong Yin (6th generation)
Q14922, daughter of Kira Mitsusada (wife of Shiba Yoshimasa), Ji Liang Man Zhen Noniang (si Bo Yi Jiang Noshi)
Q14927, daughter of Shiba Takatsune (wife of Utsunomiya Ujitsuna), Si Bo Gao Jing Noniang (yu Du Gong Shi Gang Noqi) )
Q14934, Daughter of Sasaki Doyo (wife of Rokkaku Ujiyori), Zuo mu Dao Yu Noniang (liu Jiao Shi Lai Noqi)
Q14937, Daughter of Nikaido Tokitsuna (wife of Sasaki Doyo), Er Jie Tang Shi Gang Noniang (zuo mu Dao Yu Nozheng Shi)
Q14940, Daughter of Sasaki Doyo (wife of Akamatsu Norisuke), Zuo mu Dao Yu Noniang (chi Song Ze You Nozheng Shi)
Q14941, Daughter of Sasaki Doyo (wife of Shiba Ujiyori), Zuo mu Dao Yu Noniang (si Bo Shi Lai Noqi)
Q14963, Daughter of Nitta Yoshisada (wife of Chiba Uji), Xin Tian Yi Zhen Noniang (qian Xie Shi) Yin Shi)
Q14973, daughter of Ouchi Hiroyo (wife of Otomo Chikayo), Da Nei Hong Shi Noniang (da You Qin Shi Noshi)
Q14977, daughter of Yanada Takasuke (legal wife of Ashikaga Haruuji), Yana Tian Gao Zhu Noniang (zu Li Qing Shi Nozheng Shi)
Q15016, Nagao Kagehide (Kamakura Nagao clan), Chang Wei Jing Ying (lian Cang Chang Wei Shi)
Q15020, daughter of Tobojo Nagatsuna (wife of Nijō Morotsugu), Dong Fang Cheng Chang Gang Noniang (er Tiao Shi Si Noqi)
Q15023, daughter of Takatsukasa Fuyumichi (wife of Ichijō Tsunetsugu), Ying Si Dong Tong Noniang (yi Tiao Jing Si Noqi)
Q15024, daughter of Tobojo Hidenaga (Wife of Ichijo Tsunetsugu), Dong Fang Cheng Xiu Chang Noniang (yi Tiao Jing Si Noqi)
Q15025, Daughter of Sono Motosada (Wife of Ichijo Tsunetsugu), Yuan Ji Ding Noniang (yi Tiao Jing Si Noqi)
Q15029, Daughter of Chiaki Takanori (Wife of Shiba Yoshitane), Qian Qiu Gao Fan Noniang (si Bo Yi Zhong Noqi)
Q15037, Daughter of Imagawa Sadayo (Ryōtoshi) (Wife of Kira Shunji), Jin Chuan Zhen Shi (liao Jun) Noniang (ji Liang Jun Shi Noshi)
Q15063, Daughter of Kasai Akekiyo (Wife of Osaki Akemochi), Ge Xi Quan Qing Noniang (da Qi Quan Chi Nozheng Shi)
Q15071, Daughter of Takatsuji Naganobu (Wife of Yugen), Gao Sip Chang Xuan Noniang (you Yan Noqi)
Q15078, Gamō Toshitsuna (7th generation), Pu Sheng Jun Gang (7th generation)
Q15085, Daughter of Taira Nakakane (mother of Hino Nakamitsu), Ping Zhong Jian Noniang (ri Ye Zhong Guang Nomu)
Q15103, Daughter of Serada Masayoshi (wife of Prince Yin Ryō), Shi Liang Tian Zheng Yi Noniang (yin Liang Qin Wang Nofei)
Q15105, Daughter of Prince Yin Ryō (wife of Hasegawa Masaaki), Yin Liang Qin Wang Noniang (feng Xu He Zheng Qiu Noqi)
Q15106, Daughter of Shijō Takasuke (wife of Saionji Sanetoshi), Si Tiao Long Zi Noniang (xi Yuan Si Shi Jun Nozheng Shi) )
Q15123 wife of Kanjuji Tsuneaki (wet nurse of Emperor Go-Kogon), Quan Xiu Si Jing Xian Noqi (hou Guang Yan Tian Huang Noru Mu),
Q15135, Kazanin Jokyo (Gon Dainagon), Hua ShanYuan Ding Jiao (quan Da Na Yan)
Q15153, Reizei no Tsubone (daughter of Ochi Iehide), Leng Quan Ju (yue Zhi Jia Rong Noniang)
Q15163, Hino Sukefuyu's daughter (Ichijo Fusaie's wife), Ri Ye Zi Dong Noniang (yi Tiao Fang Jia Nozheng Shi)
Q15178, Hino Tokimitsu's daughter (wife of Kanroji Kanenaga), Ri Ye Shi Guang Noniang (gan Lu Si Jian Chang Noqi)
Q15191, Uemon no Tsubone (court lady of Emperor Go-Kogon), You Wei Men Zuo Ju (hou Guang Yan Tian Huang Nogong Ren)
Q15195, Minase no Tomotake's daughter (wife of Sanjo Sanefuyu), Shui Wu Lai Ju Jing Noniang (san Tiao Shi Dong Noqi)
Q15202, Kaga no Tsubone (Concubine of Ashikaga Yoshimitsu), Jia He Ju (zu Li Yi Man Noce Shi)
Q15203, Kasuga no Tsubone (Concubine of Ashikaga Yoshimitsu), Chun Ri Ju (zu Li Yi Man Noce Shi)
Q15210, Boumon no Tsubone (Concubine of Ashikaga Yoshimitsu), Fang Men Ju (zu Li Yi Man Ce Shi)
Q15213, Eastern Lady (Concubine of Ashikaga Yoshimitsu), Dong Yu Fang (zu Li Yi Man Noce Shi)
Q15214, Counter Lady (Concubine of Ashikaga Yoshimitsu), Dui Yu Fang (zu Li Yi Man Noce Shi)
Q15216, Shosho (Concubine of Prince Tokiwainomiya Mitsuhito), Xiao Shao Jiang (chang Pan Jing Gong Man Ren Qin Wang Noce Shi)
Q15238, Daughter of Masagimachi Sanjo Sane (Harem of Emperor Go-En'yu), Zheng Qin Ting San Tiao Shi Yin Noniang (hou Yuan Rong Tian Huang Nohou Gong)
Q15278, Ikeda Norimasa (Head of the Settsu Ikeda clan), Chi Tian Jiao Zheng (she Jin Chi Tian Shi Dang Zhu)
Q15286, Daughter of Uesugi Norimasa (wife of the Yamayoshi clan?), Shang Shan Xian Jiang Noniang (shan Ji Shi Noshi?)
Q15287, Daughter of Uesugi Norie? (legal wife of Yamayoshi Yukimori), Shang Shan Xian Rong Noniang? (shan Ji Xing Sheng Nozheng Shi)
Q15305, Daughter of Yuki Nagatomo (mother of Iwaki Chikataka), Jie Cheng Chang Zhao Noniang (yan Cheng Qin Long Nomu)
Q15307, Daughter of Iwaki Nyudo Chikataka (mother of Satake Yoshiatsu), Yan Cheng Ru Dao Qin Long Noniang (zuo Zhu Yi Du Nomu)
Q15317, Daughter of Shiba Yoshimasa (wife of Shibukawa Mitsuyori), Si Bo Yi Jiang Noniang (shibui Chuan Man Lai Noshi)
Q15331, Daughter of Shibukawa Yoshiyuki (wife of Kira Mitsusada), Shibui Chuan Yi Xing Noniang (ji Liang Man Zhen Noqi)
Q15340, Daughter of Hosokawa Yorimoto (wife of Utsunomiya Mototsuna), Xi Chuan Lai Yuan Noniang (yu Du Gong Ji Gang Noshi)
Q15354, Daughter of Nasu Sukechika (wife of Utsunomiya Shigetsuna), Na Xu Zi Qin Noniang (yu Du Gong Cheng Gang Nozheng Shi)
Q15373, Chikoin (wife of Masaki Yoritada), Zhi Guang Yuan (zheng Mu Lai Zhong Nozheng Shi) )
Q15387, Daughter of Hojo Ujimasa (wife of Suzuki Shigemitsu), Bei Tiao Shi Zheng Noniang (ling Mu Fan Guang Noshi)
Q15391, Gao Gen'in (wife of Hojo Ujinori), Gao Yuan Yuan Dian (bei Tiao Shi Gui Nozheng Shi)
Q15397, Daughter of Hojo Gen'an (wife of Uesugi Kagetora later wife of Hojo Ujimitsu), Bei Tiao Huan An Noniang (shang Shan Jing Hu Nozheng Shi Nochibei Tiao Shi Guang Noshi)
Q15412, Daughter of Imagawa Ujichika (wife of Ogasawara Haruyoshi?), Jin Chuan Shi Qin Noniang (xiao Li Yuan Chun Yi Noshi?)
Q15413, Daughter of Imagawa Ujichika (wife of Matsudaira Shinzen later wife of Udono Nagamochi), Jin Chuan Shi Qin Noniang (song Ping Qin Shan Noshi
Q15414, Daughter of Imagawa Ujichika (wife of Sena Ujitoshi), Jin Chuan Shi Qin Noniang (lai Ming Shi Jun Noshi)
Q15416, Daughter of Imagawa Ujichika (mother of Otani Motohide), Jin Chuan Shi Qin Noniang (da Gu Yuan Xiu Mu)
Q15467, Daughter of Matsudaira Shigeyoshi (concubine of Tokugawa Ieyasu), Song Ping Zhong Ji Noniang (de Chuan Jia Kang Ce Shi)
Q15491, Nagao Sanekage (Kamakura Nagao clan), Chang Wei Shi Jing (lian Cang Chang Wei Jia)
Q15493, Nagao Fusakage (Kamakura Nagao clan), Chang Wei Fang Jing (lian Cang Chang Wei Shi)
Q15495, Nagao Sanekage (Echigo Nagao clan), Chang Wei Shi Jing (yue Hou Chang Wei Jia)
Q15499, Fifth daughter of Emperor Gokomatsu (wife of Nijō Mochimoto), Hou Xiao Song Tian Huang Nowu Nu (er Tiao Chi Ji Noqi)
Q15505, Provincial Middle Counselor's Office (daughter of Machi Akisato), Quan Zhong Na Yan Ju (ting Xian Xiang Noniang)
Q15515, Suganuma Sadanari (son of Suganuma Sadanao), Jian Zhao Ding Cheng (jian Zhao Ding Zhi Nozi)
Q15520, Daughter of Saitō Toshinaga (wife of Toki Shigeyori), Zhai Teng Li Yong Noniang (tu Qi Cheng Lai Noqi)
Q15521, Daughter of Rokkaku Sadayori (legal wife of Toki Yorifusa), Liu Jiao Ding Lai Noniang (tu Qi Lai Yun Nozheng Shi) )
Q15525, son of Toki Shigeyori (adopted son of Rokkaku Takayori), Tu Qi Cheng Lai Nozi (liu Jiao Gao Lai Noyou Zi)
Q15546, Nanbu clan (mother of Kasai Mitsunobu), Nan Bu Shi (ge Xi Man Xin Nomu)
Q15562, Satake Yoshiatsu (9th head of the family), Zuo Zhu Yi Du (jiu Dai Dang Zhu)
Q15570, Eastern Court (wife of Prince Fushiminomiya Yoshihito), Dong Yu Fang (fu Jian Gong Rong Ren Qin Wang Nonu Fang)
Q15592, Hosokawa Yorimoto (Enshu clan), Xi Chuan Lai Yuan (yuan Zhou Jia)
Q15594, daughter of Hirohashi Kanenobu (wife of Saionji Kimiyo), Guang Qiao Jian Xuan Noniang (xi Yuan Si Gong Ming Noshi) )
Q15601, Western Court (Concubine of Ashikaga Yoshinori), Xi Yu Fang (zu Li Yi Jiao Noce Shi)
Q15610, Daughter of Masagimachi Sanjo Kintoyo (Wife of Kyogoku Takamitsu), Zheng Qin Ting San Tiao Gong Li Noniang (jing Ji Gao Guang Noshi)
Q15615, Daughter of Serada Masayoshi (Wife of Nitta Yoshimune), Shi Liang Tian Zheng Yi Noniang (xin Tian Yi Zong Noshi)
Q15620, Eastern Court (Concubine of Ashikaga Yoshinori), Dong Yu Fang (zu Li Yi Jiao Noce Shi)
Q15635, Daughter of Benkyo Hoin (Wife of Sugawara Tamenaga), Bian Xiao Fa Yin Noniang (jian Yuan Wei Chang Noqi)
Q15641, Middle Counselor's Office (Ichijo Norifusa's concubine), Zhong Na Yan Ju (yi Tiao Jiao Fang Noce Shi)
Q15646, Daughter of Kuga Michinobu (wife of Yao You), Jiu Wo Tong Xuan Noniang (yao You Noqi)
Q15650, Daughter of Kanroji Fusanobu (wife of Sanjo Nishi Kimiyasu), Gan Lu Si Fang Chang Noniang (san Tiao Xi Gong Bao Noqi)
Q15656, Lang Yu Fang (daughter of Hino Nishi Sukekuni), Lang Yu Fang (ri Ye Xi Zi Guo Noniang)
Q15657, Chang Kai (Hoin), Chang Kuai (fa Yin)
Q15660, Daughter of Minase Tomokage (wife of Sanjo Kimifuyu), Shui Wu Lai Ju Jing Noniang (san Tiao Gong Dong Noqi)
Q15665, Fujiwara clan (Courtesan of Emperor Gokomatsu), Teng Yuan Shi (hou Xiao Song Tian Huang Nogong Ren)
Q15679, Daughter of Akamatsu Mitsusada (Concubine of Ashikaga Yoshinori), Chi Song Man Zhen Noniang (zu Li Yi Jiao Noce Shi)
Q15688, Daughter of Uesugi Zenshu (Concubine of Ashikaga Yoshitsugu), Shang Shan Shan Xiu Noniang (zu Li Yi Si Noce Shi)
Q15735, Daughter of Nishioji Takanaka (Mother of Shijō Takamori), Xi Da Lu Long Zhong Noniang (si Tiao Long Sheng Nomu)
Q15749, Daughter of Uesugi Ujisada (Wife of Imagawa Norimasa), Shang Shan Shi Ding Noniang (jin Chuan Fan Zheng Nozheng Shi)
Q15756, Daughter of Takeda Nobuharu (Wife of Uesugi Zenshu), Wu Tian Xin Chun Noniang (shang Shan Shan Xiu Nozheng Shi)
Q15760, daughter of Uesugi Ujinori (wife of Iwamatsu Mitsuzumi), Shang Shan Shi Xian Noniang (yan Song Man Chun Nozheng Shi)
Q15761, daughter of Uesugi Zenshu (wife of Nasu Sukeyuki), Shang Shan Shan Xiu Noniang (na Xu Zi Zhi Noshi)
Q15762, Uesugi Noriharu (Inukake Uesugi family), Shang Shan Xian Chun (quan Xuan Shang Shan Jia)
Q15763, daughter of Uesugi Ujinori (wife of Chiba Kanetane), Shang Shan Shi Xian Noniang (qian Xie Jian Yin Noqi)
Q15786, daughter of Satake Yoshitsune (wife of Iwaki Yoshitaka), Zuo Zhu Yi Shun Noniang (yan Cheng You Long Nozheng Shi)
Q15789, Daughter of Iwaki Tsunetaka (wife of Nasu Masasuke), Yan Cheng Chang Long Noniang (na Xu Zheng Zi Nozheng Shi)
Q15791, Satake Yoshiatsu (16th head of the family), Zuo Zhu Yi Du (shi Liu Dai Dang Zhu)
Q15795, Daughter of Kai Norimitsu (concubine of Shiba Yoshishige), Jia Fei Jiao Guang Noniang (si Bo Yi Zhong Noce Shi)
Q15799, Shiba Senjo (3rd head of the Oshu Shiba clan), Si Bo Quan Jiang (ao Zhou Si Bo Shi 3dai)
Q15815, Daughter of Akamatsu Norisuke (wife of Hosokawa Yorimoto), Chi Song Ze You Noniang (xi Chuan Lai Yuan Nozheng Shi)
Q15821, Daughter of Mushanokoji Takamitsu (wife of Kujo Masamoto), Wu Zhe Xiao Lu Long Guang Noniang (jiu Tiao Zheng Ji Noqi)
Q15835, daughter of Utsunomiya Mitsutsuna (wife of Utsunomiya Mochitsuna), Yu Du Gong Man Gang Noniang (yu Du Gong Chi Gang Noshi)
Q15851, daughter of Ōuchi Hiroyo (wife of Shoni Fuyusuke), Da Nei Hong Shi Noniang (shao Er Dong Zi Noshi)
Q15857, daughter of Uesugi Akizane (wife of Utsunomiya Masatsuna? Utsunomiya Shigetsuna's concubine?), Shang Shan Xian Shi Noniang (yu Du Gong Zheng Gang Noqi? Yu Du Gong Cheng Gang Noce Shi?)
Q15858, daughter of Oda Seiji (concubine of Utsunomiya Shigetsuna), Xiao Tian Cheng Zhi Noniang (yu Du Gong Cheng Gang Noce Shi)
Q15862, Daughter of Yuki Masatomo (wife of Utsunomiya Naotsugu), Jie Cheng Zheng Zhao Noniang (yu Du Gong Shang Gang Noshi)
Q15864, Daughter of Mashiko Katsukiyo (wife of Utsunomiya Tadatsuna), Yi Zi Sheng Qing Noniang (yu Du Gong Zhong Gang Noshi)
Q15868, Daughter of Yanada Takasuke (wife of Isshiki Naotomo), Yana Tian Gao Zhu Noniang (yi Se Zhi Zhao Noqi)
Q15873, Katsuyama clan (concubine of Hojo Soun), Ge Shan Shi (bei Tiao Zao Yun Ce Shi)
Q15874, Daughter of Ise Munetsui (second wife of Takahashi Takatane), Yi Shi Zong Rui Noniang (gao Qiao Gao Zhong Ji Shi) )
Q15878, Hojo Tokinaga (Later Hojo Clan), Bei Tiao Shi Chang (hou Bei Tiao Shi)
Q15888, Katsurayama Ujimoto's eldest daughter (Sena Nobuteru's wife), Ge Shan Shi Yuan Nochang Nu (lai Ming Xin Hui Nozheng Shi)
Q15905, Hojo Tamemasa's adopted daughter (Matsuda Morihide's wife), Bei Tiao Wei Chang Noyang Nu (song Tian Sheng Xiu Noshi)
Q15921, Ota Ujisuke's daughter (Ota Gengoro's wife), Tai Tian Shi Zi Noniang (tai Tian Yuan Wu Lang Nozheng Shi)
Q15943, Hojo Ujishige's daughter (Uesugi Ujinori's wife), Bei Tiao Shi Fan Noniang (shang Shan Shi Xian Nozheng Shi) )
Q15948, Daughter of Nambata Norishige (wife of Ota Sukemasa), Nan Bo Tian Xian Zhong Noniang (tai Tian Zi Zheng Nozheng Shi)
Q15959, Daughter of Imagawa Yoshitada (wife of Masayoshimachi Sanjo Sanemoto), Jin Chuan Yi Zhong Noniang (zheng Qin Ting San Tiao Shi Wang Noshi)
Q15985, Daizenin (eldest daughter of Toyotomi Hidenaga), Da Shan Yuan (li Chen Xiu Chang Chang Nu)
Q16078, Muraji (concubine of Matsudaira Sadakatsu), Cun Zhi Shi (song Ping Ding Sheng Noce Shi)
Q16095, Saigo (daughter of Saigo Masakatsu), Xi Xiang Shi (xi Xiang Zheng Sheng Noniang)
Q16099, Toyama Naokage (Saemon-no-taifu), Yuan Shan Zhi Jing (zuo Wei Men Da Fu)
Q16146, Rishin'in (Tokugawa Yorinobu's concubine), Li Zhen Yuan (de Chuan Lai Xuan Noce Shi)
Q16147, Ochi Clan (Tokugawa Yorinobu's concubine), Yue Zhi Shi (de Chuan Lai Xuan Noce Shi)
Q16153, Mimi (Tokugawa Yorifusa's concubine), Mi  (de Chuan Lai Fang Noce Shi)
Q16154, O Gyoku (Tokugawa Yorifusa's concubine), Yu Yu (de Chuan Lai Fang Noce Shi)
Q16155, O Shun (Tokugawa Yorifusa's concubine), Yu Jun (de Chuan Lai Fang Noce Shi)
Q16171, Tokugawa City (Tokugawa Yorifusa's thirteenth daughter), De Chuan Shi (de Chuan Lai Fang Shi San Nu) )
Q16178, Daughter of Okudaira Nobumasa (wife of Okubo Tadatsune), Ao Ping Xin Chang Noniang (da Jiu Bao Zhong Chang Zheng Shi)
Q16203, Daughter of Miura Takaaki (wife of Omori Ujiyori), San Pu Gao Ming Noniang (da Sen Shi Lai Noshi)
Q16205, Princess Iku (daughter of Yamayoshi Yukimori), Yu Ji (shan Ji Xing Sheng Noniang)
Q16212, Daughter of Nagao Yorikage (wife of Nagao Kagenobu), Chang Wei Lai Jing Noniang (chang Wei Jing Xin Nozheng Shi)
Q16213, Daughter of Nagao Sanekage (wife of Oishi Noriyoshi), Chang Wei Shi Jing Noniang (da Shi Xian Yi Noqi)
Q16227, Daughter of Isshiki Yoshito (Wife of Inaba Michinori), Yi Se Yi Yuan Noniang (dao Xie Tong Ze Noqi)
Q16255, Daughter of Kazanin Mochitada (wife of Hikosan Yoriari), Hua Shan Yuan Chi Zhong Noniang (ying Yan Shan Lai You Noqi)
Q16263, Nikaido Yukichika (Nanboku-cho period), Er Jie Tang Xing Qin (nan Bei Zhao Shi Dai)
Q16265, Daughter of Nikaido Yukitomo (wife of Nikaido Akiyuki), Er Jie Tang Xing Zhao Noniang (er Jie Tang Xian Xing Noqi)
Q16295, Daughter of Hosokawa Yorimoto (mother of Hosokawa Nariyuki), Xi Chuan Lai Yuan Noniang (xi Chuan Cheng Zhi Nomu)
Q16299, Daughter of Kushihashi Michinori (wife of Kodera Norimoto), Jie Qiao Tong Ze Noniang (xiao Si Ze Zhi Nozheng Shi)
Q16303, daughter of Ichijo Fusaka (mother of Machi Akiko), Yi Tiao Fang Jia Noniang (ting Xian Gu Nomu)
Q16320, daughter of Ochi Ieyoshi (wife of Furuichi Sumitane), Yue Zhi Jia Rong Noniang (gu Shi Cheng Yin Noshi)
Q16324, daughter of Hino Nishi Sukekuni (wife of Yanagiwara Tadahide), Ri Ye Xi Zi Guo Noniang (liu Yuan Zhong Xiu Noqi)
Q16326, daughter of Mushanokoji Suketoshi (mistress of Ura Matsushigemitsu), Wu Zhe Xiao Lu Zi Jun Noniang (li Song Zhong Guang Noqie)
Q16329, daughter of Itsuji Tominaka (mistress of Ichijo Fusaka), Wu Sip Fu Zhong Noniang (yi Tiao Fang Jia) Noqie)
Q16331, Daughter of Ichijo Fusae (wife of Saionji Kinnobu), Yi Tiao Fang Jia Noniang (xi Yuan Si Gong Xuan Noqi)
Q16332, Daughter of Ichijo Fusae (wife of Tsuno Mototaka), Yi Tiao Fang Jia Noniang (jin Ye Ji Gao Noqi)
Q16334, Daughter of Ouchi Yoshioki (concubine of Ichijo Fusafuji), Da Nei Yi Xing Noniang (yi Tiao Fang Dong Noce Shi)
Q16344, Daughter of Takakura Nagatoyo (wife of Tokudaiji Kinari), Gao Cang Yong Li Noniang (de Da Si Gong You Noqi)
Q16346, Daughter of Tokudaiji Kinari (wife of Sanjo Kinatsu), De Da Si Gong You Noniang (san Tiao Gong Dun Noqi) )
Q16347, Daughter of Tokudaiji Kimiari (Concubine of Ashikaga Yoshihisa), De Da Si Gong You Noniang (zu Li Yi Shang Noce Shi)
Q16348, Daughter of Tokudaiji Kimiari (Wife of Hosokawa Noriharu), De Da Si Gong You Noniang (xi Chuan Jiao Chun Noqi)
Q16349, Daughter of Tokudaiji Kimiari (Wife of Karasuma Masumitsu), De Da Si Gong You Noniang (wu Wan Yi Guang Noqi)
Q16350, Hojuin (Daughter of Tokudaiji Kimiari), Bao Zhu Yuan (de Da Si Gong You Noniang)
Q16354, Nan Xiang (Wife of Kanroji Chikanaga), Nan Xiang (gan Lu Si Qin Chang Noqi)
Q16357, Reizei no Tsubone (Daughter of Kanroji Chikanaga), Leng Quan Ju (gan Lu Si Qin Chang) Noniang)
Q16367, daughter of Masagimachi Sanjo Sanemasa (wife of Sanjo Saneki), Zheng Qin Ting San Tiao Shi Ya Noniang (san Tiao Shi Liang Noqi)
Q16370, daughter of Sanjo Saneki (lawful wife of Akamatsu Yoshimasa), San Tiao Shi Liang Noniang (chi Song Yi Ya Nozheng Shi)
Q16371, daughter of Sanjo Saneki (wife of Minase Suekane), San Tiao Shi Liang Noniang (shui Wu Lai Ji Jian Noqi)
Q16373, daughter of Minase Suekane (wife of Jimyoin Motonori), Shui Wu Lai Ji Jian Noniang (chi Ming Yuan Ji Gui Noqi)
Q16378, daughter of Takakura Nagato (naishi of Emperor Shoko), Gao Cang Yong Teng Noniang (cheng Guang Tian Huang Nonei Shi) )
Q16394, Enman-in (Concubine of Ashikaga Masatomo), Yuan Man Yuan (Zu Li Zheng Zhi Noce Shi)
Q16434, Daughter of Jimyo-in Motosuke (Wife of Kuze Michika), Chi Ming Yuan Ji Fu Noniang (jiu Shi Tong Xia Noqi)
Q16509, daughter of Tsukinowa Iesuke (wife of Matsuki Munetsugu), Yue Lun Jia Fu Noniang (song Mu Zong Ji Noqi)
Q16512, Shijō Takamori (10th generation), Si Tiao Long Sheng (10th generation)
Q16529, daughter of Uesugi Mochitomo (wife of Uesugi Noritada), Shang Shan Chi Zhao Noniang (shang Shan Xian Zhong Nozheng Shi)
Q16531, daughter of Uesugi Mochitomo (wife of Kira Shigetaka), Shang Shan Chi Zhao Noniang (ji Liang Cheng Gao Nozheng Shi)
Q16532, daughter of Uesugi Mochisada (second wife of Imagawa Norimasa), Shang Shan Chi Ding Noniang (jin Chuan Fan Zheng Noji Shi)
Q16539, Zhou Qing (Son of Uesugi Norizane), Zhou Qing (shang Shan Xian Shi Nozi)
Q16540, Daughter of Uesugi Norizane? (Wife of Uesugi Akisada), Shang Shan Xian Shi Noniang? (shang Shan Xian Ding Nozheng Shi)
Q16542, Daughter of Satake Yoshito (Wife of Yuki Mitsuhisa), Zuo Zhu Yi Ren Noniang (jie Cheng Guang Jiu Noshi)
Q16573, Daughter of Oda Seiji (Wife of Satake Yoshiatsu), Xiao Tian Cheng Zhi Noniang (zuo Zhu Yi Du Noqi)
Q16576, Daughter of Uruno Yoshimoto (Wife of Ozeki Takamasu), Yu Liu Ye Yi Yuan Noniang (da Guan Gao Zeng Nozheng Shi)
Q16584, Daughter of Ashina Akimori (Wife of Mogami Mitsunao), Lu Ming Quan Sheng Noniang (zui Shang Man Zhi Nozheng Shi)
Q16591, Daughter of Kyogoku Takamitsu (wife of Hosokawa Mochiyuki), Jing Ji Gao Guang Noniang (xi Chuan Chi Zhi Noshi)
Q16607, Shibukawa Yoshinaga (son of Shibukawa Yoshiyuki), Shibui Chuan Yi Chang (shibui Chuan Yi Xing Nozi)
Q16609, Daughter of Hosokawa Mochikata (wife of Kira Yoshizane), Xi Chuan Chi Xian Noniang (ji Liang Yi Zhen Noshi)
Q16631, Daughter of Kino Chikanori (wife of Otomo Chikaharu), Mu Ye Qin Ze Noniang (da You Qin Zhi Noqi)
Q16636, Member of the Sanjo clan (mother of Ouchi Morimi), San Tiao Shi (da Nei Sheng Jian Nomu) )
Q16640, Daughter of Utsunomiya Mochitsuna (wife of Haga Shigetaka), Yu Du Gong Chi Gang Noniang (fang He Cheng Gao Noshi)
Q16641, Daughter of Uesugi Fusaaki (second wife of Utsunomiya Masatsuna), Shang Shan Fang Xian Noniang (yu Du Gong Zheng Gang Noji Shi)
Q16651, Daughter of Mariya Nobukatsu (wife of Yanada Masasuke), Zhen Li Gu Xin Sheng Noniang (yana Tian Zheng Zhu Noshi)
Q16652, Yanada Mochisuke (Azuchi-Momoyama period), Yana Tian Chi Zhu (an Tu Tao Shan Shi Dai)
Q16666, Jokoin-den (wife of Toyama Hayatosa), Jing Guang Yuan Dian (yuan Shan Zhun Ren Zuo Noshi)
Q16670, Daughter of Takeda Motomitsu (Kuga Harumichi's wife), Wu Tian Yuan Guang Noniang (jiu Wo Qing Tong Nozheng Shi)
Q16671, daughter of Kamoi Hideaki (wife of Kuga Harumichi), Ya Zhu Xiu Xian Noniang (jiu Wo Qing Tong Noqi)
Q16675, daughter of Kuga Harumichi (wife of Konoe Masahisa and Kita no Mandokoro), Jiu Wo Qing Tong Noniang (jin Wei Qian Jiu Nozheng Shi *bei Zheng Suo)
Q16676, Zuikoin (wife of Saionji Saneki), Rui Guang Yuan (xi Yuan Si Shi Yi Noqi)
Q16682, daughter of Konoe Taneie (wife of Ashikaga Yoshiteru), Jin Wei Zhi Jia Noniang (zu Li Yi Hui Nozheng Shi) )
Q16683, Daughter of Konoe Taneie (second wife of Asakura Yoshikage), Jin Wei Zhi Jia Noniang (zhao Cang Yi Jing Noji Shi)
Q16693, Daughter of Tokudaiji Saneatsu (wife of Kuga Michimoto), De Da Si Shi Chun Noniang (jiu Wo Tong Yan Noshi)
Q16698, Toyama Naokage (Tanba no Kami), Yuan Shan Zhi Jing (dan Bo Shou)
Q16724, Daughter of Oishi Sadahisa (second wife of Ota Sukemasa), Da Shi Ding Jiu Noniang (tai Tian Zi Zheng Noji Shi)
Q16732, Daughter of Imagawa Naofusa (wife of Okubo Tadataka), Jin Chuan Zhi Fang Noniang (da Jiu Bao Zhong Gao Nozheng Shi)
Q16746, Daughter of Sakuma Moriuji (Wife of Satomi Sanetaka), Zuo Jiu Jian Sheng Shi Noniang (li Jian Shi Yao Noqi)
Q16747, Daughter of Nagano Noriyoshi (Legal wife of Satomi Yoshitaka), Chang Ye Xian Ye Noniang (li Jian Yi Yao Nozheng Shi)
Q16748, Daughter of Toki Tameyori (Second wife of Satomi Yoshitaka), Tu Qi Wei Lai Noniang (li Jian Yi Yao Noji Shi)
Q16754, Daughter of Goto Heitayu (Wife of Kira Yoshitaka), Hou Teng Ping Tai Fu Noniang (ji Liang Yi Yao Noqi)
Q16764, Daughter of Udono Nagamochi (Wife of Matsudaira Ietada), Ti Dian Chang Chi Noniang (song Ping Yi Zhong Noshi)
Q16772, Daughter of Sekiguchi Chikanaga (Wife of Otani Motohide), Guan Kou Qin Yong Noniang (da Gu Yuan Xiu Shi)
Q16774, Daughter of Yoshida Kanetomo (Wife of Nakamikado Nobuhide), Ji Tian Jian Ju Noniang (zhong Yu Men Xuan Xiu Noqi)
Q16783, Nanshōin (Wife of Anayama Nobutomo), Nan Song Yuan (xue Shan Xin You Nozheng Shi)
